Property_URL,Address,Postcode,Description,Date_Listed,Bedrooms,Asking_Price,Last_Sold_Price,Last_Sold_v_Asking_Price,Last_Sold_Date,Tenure,Agent,Agent_Address,Agent_Phone_Number
https://www.rightmove.co.uk/property-for-sale/property-76729418.html,"Florence House, Eboracum Way, York YO31 7SQ",YO31 7SQ,2 bedroom apartment,27 October 2018,2,220000,,,,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-68193127.html,"Old Orchard, Haxby, YO32",YO32 3DT,5 bedroom detached house,27 October 2018,5,550000,360000,190000,2016,Freehold,"Indigo Greens, York",,01904 200117
https://www.rightmove.co.uk/property-for-sale/property-67639966.html,"Fairfax Croft, Copmanthorpe, York, YO23 3XS",YO23 3XS,4 bedroom end of terrace house,22 September 2018,4,265000,112000,153000,2003,Freehold,"Hunters, York",,01904 200050
https://www.rightmove.co.uk/property-for-sale/property-56859285.html,"Lowfield Drive, Haxby, York",YO32 3QT,3 bedroom semi-detached house,28 September 2018,3,240000,209000,31000,2016,Freehold,"William H. Brown, Haxby",,01904 200161
https://www.rightmove.co.uk/property-for-sale/property-76723637.html,"Alma Grove, Fulford, York, YO10",YO10 4DH,3 bedroom mews house,27 October 2018,3,365000,,,,,"David Moor, Morley",,0113 451 3260
https://www.rightmove.co.uk/property-for-sale/property-68031121.html,"Albemarle Road, York, North Yorkshire, England, YO23",YO23 1EP,3 bedroom terraced house,18 October 2018,3,350000,87000,263000,2001,Freehold,"Bridgfords, York",,01904 200065
https://www.rightmove.co.uk/property-for-sale/property-54586185.html,"Stablers Walk, Earswick, York, YO32",YO32 9UZ,2 bedroom detached bungalow,25 May 2018,2,250000,,,,,"Reeds Rains , Haxby",,01904 200048
https://www.rightmove.co.uk/property-for-sale/property-68209372.html,"Pond Garth, York",YO1 7ND,3 bedroom flat,29 October 2018,3,475000,,,,,"Bishops Personal Agents, York",,01904 200081
https://www.rightmove.co.uk/property-for-sale/property-57589278.html,"Westgarth, Upper Poppleton",YO26 6DY,4 bedroom semi-detached house,28 October 2018,4,650000,409500,240500,2004,Freehold,"Poppy Residential, Hull - Sales",,01482 750011
https://www.rightmove.co.uk/property-for-sale/property-68181823.html,"Braithegayte, Wheldrake, York",YO19 6TB,4 bedroom house,26 October 2018,4,270000,227000,43000,2011,,"Stephensons, York - Sales",,01904 200052
https://www.rightmove.co.uk/property-for-sale/property-57603387.html,"The Green, Acomb, York, YO26",YO26 5LL,4 bedroom terraced house,29 October 2018,4,325000,,,,Freehold,"Lancaster Samms, York",,01904 200091
https://www.rightmove.co.uk/property-for-sale/property-76693562.html,"Knavesmire Crescent, South Bank",YO23 1ES,2 bedroom terraced house,26 October 2018,2,299995,111000,188995,2001,Freehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-68325061.html,"Eastern Terrace, York, YO31",YO31 7TN,1 bedroom apartment,03 November 2018,1,150000,,,,Leasehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-67873099.html,"Hallmark House, Joseph Terry Grove YO23 1PX",YO23 1PX,2 bedroom flat,08 October 2018,2,300000,,,,,"Bishops Personal Agents, York",,01904 200081
https://www.rightmove.co.uk/property-for-sale/property-70379069.html,"Apt 3 ,Front Street, Acomb, York",YO24 3BZ,1 bedroom apartment,29 November 2017,1,105000,,,,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-68333866.html,"St. Leonards Place, York, YO1",YO1 7HF,1 bedroom apartment,04 November 2018,1,330000,,,,Leasehold,"Savills, York",,01904 200057
https://www.rightmove.co.uk/property-for-sale/property-68333884.html,"Park Grove, York, YO31",YO31 8LG,5 bedroom terraced house,04 November 2018,5,850000,,,,Freehold,"Savills, York",,01904 200057
https://www.rightmove.co.uk/property-for-sale/property-68335834.html,"New Lane, York, YO32",YO32 9TB,2 bedroom ground floor flat,04 November 2018,2,160000,,,,Leasehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-76414055.html,"Brunswick Street, York, YO23",YO23 1EB,1 bedroom terraced house,16 October 2018,1,180000,,,,,"Reeds Rains , York",,01904 200042
https://www.rightmove.co.uk/property-for-sale/property-68339176.html,"Burgess Walk, York, YO24",YO24 3LP,3 bedroom town house,05 November 2018,3,170000,140000,30000,2015,Freehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-76855871.html,"Main Avenue, York, North Yorkshire, YO31",YO31 0RZ,3 bedroom semi-detached house,05 November 2018,3,335000,178000,157000,2006,Freehold,"Redmove, York",,01904 200058
https://www.rightmove.co.uk/property-for-sale/property-67206238.html,"Burton Stone Lane, York",YO30 6DG,2 bedroom apartment,25 June 2018,2,160000,,,,Leasehold,"Martin & Co, York - Lettings & Sales",,01904 200098
https://www.rightmove.co.uk/property-for-sale/property-57818835.html,"Pinelands Way, York",YO10 3QJ,2 bedroom detached bungalow,05 November 2018,2,250000,,,,Freehold,"William H. Brown, York",,01904 200025
https://www.rightmove.co.uk/property-for-sale/property-75881207.html,"Lincoln Street, York",YO26 4YP,2 bedroom terraced house,25 September 2018,2,159950,82000,77950,2002,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-68326297.html,"Burton Green, York, North Yorkshire, YO30 6JD",YO30 6JD,3 bedroom terraced house,03 November 2018,3,165000,137000,28000,2008,Freehold,"Springbok Properties, Nationwide",,0161 416 6302
https://www.rightmove.co.uk/property-for-sale/property-75881204.html,"Lincoln Street, York",YO26 4YP,2 bedroom terraced house,25 September 2018,2,159950,87950,72000,2002,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-57829965.html,"Seebohm Mews, Derwenthorpe, York",YO31 0SG,3 bedroom semi-detached house,06 November 2018,3,317500,,,,Freehold,"Y Homes, York",,01904 200070
https://www.rightmove.co.uk/property-for-sale/property-71502809.html,"Holgate Road, York, North Yorkshire, YO24",YO24 4DF,2 bedroom flat,15 February 2018,2,135000,,,,,"Redmove, York",,01904 200058
https://www.rightmove.co.uk/property-for-sale/property-57786753.html,"York, YO23",YO23 1PD,4 bedroom terraced house,04 November 2018,4,425000,129950,295050,2001,Freehold,"Emoov, National",,03339 392206
https://www.rightmove.co.uk/property-for-sale/property-54100746.html,"Manor Park Road, York, North Yorkshire, YO30",YO30 5UD,3 bedroom semi-detached bungalow,06 November 2018,3,220000,183000,37000,2015,Freehold,"Redmove, York",,01904 200058
https://www.rightmove.co.uk/property-for-sale/property-57835749.html,"Kimberlow Woods Hill, York",YO10 5HF,2 bedroom bungalow,06 November 2018,2,290000,,,,,"YOPA, National",,01303 473360
https://www.rightmove.co.uk/property-for-sale/property-76940612.html,"Conway Close, Rawcliffe",YO30 5WF,3 bedroom semi-detached house,06 November 2018,3,250000,165000,85000,2009,Freehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-57833817.html,"Woodlands Grove, Stockton Lane, YORK",YO31 1DL,3 bedroom semi-detached house,06 November 2018,3,375000,280000,95000,2012,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-68374777.html,"Railway View, York, YO24",YO24 2HS,2 bedroom terraced house,06 November 2018,2,180000,,,,,"YOUR MOVE  Anscombs, York",,01904 200034
https://www.rightmove.co.uk/property-for-sale/property-66753259.html,"Brunswick Street, South Bank",YO23 1EB,1 bedroom terraced house,02 July 2018,1,180000,162000,18000,2016,Freehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-72661121.html,"Brunswick Street, South Bank, York",YO23 1ED,2 bedroom end of terrace house,17 April 2018,2,175000,,,,Freehold,"Churchills Estate Agents, York",,01904 200031
https://www.rightmove.co.uk/property-for-sale/property-68378998.html,"York Road, Elvington, York, YO41",YO41 4DY,4 bedroom detached bungalow,06 November 2018,4,425000,190000,235000,2013,,"Park Row Properties, Selby",,01757 820009
https://www.rightmove.co.uk/property-for-sale/property-76907291.html,"Dukes Court, York, North Yorkshire, YO26",YO26 5SZ,2 bedroom apartment,05 November 2018,2,165000,155000,10000,2017,Leasehold,"Chestnut Solutions Property Specialists, York",,01904 200004
https://www.rightmove.co.uk/property-for-sale/property-64785232.html,"Dringthorpe Road, Dringhouses, York, YO24",YO24 1LG,4 bedroom semi-detached house,05 November 2018,4,350000,,,,,"YOUR MOVE  Anscombs, York",,01904 200034
https://www.rightmove.co.uk/property-for-sale/property-76941302.html,"Tostig Avenue, Acomb, York",YO26 5QF,4 bedroom terraced house,06 November 2018,4,228995,54000,174995,2003,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-57857766.html,"Millfield Lane, York",YO10 3AW,3 bedroom detached house,06 November 2018,3,330000,,,,Freehold,"William H. Brown, York",,01904 200025
https://www.rightmove.co.uk/property-for-sale/property-65832211.html,"Kensington Road, York, YO30 5XG",YO30 5XG,4 bedroom detached house,18 June 2018,4,270000,199950,70050,2007,Freehold,"Hunters, York",,01904 200050
https://www.rightmove.co.uk/property-for-sale/property-76941251.html,"Nevis Way, Woodthorpe, York",YO24 2XF,4 bedroom detached house,06 November 2018,4,350000,233500,116500,2007,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-76954739.html,"Cheshire Close, York, YO30",YO30 5NE,3 bedroom semi-detached house,07 November 2018,3,250000,179950,70050,2004,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-76958258.html,"Heathside, Huntington, York, YO32 9ZD",YO32 9ZD,4 bedroom detached house,07 November 2018,4,395000,,,,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-67837171.html,"Gale Lane, Acomb, York",YO24 3AD,3 bedroom semi-detached house,05 October 2018,3,210000,,,,Freehold,"Y Homes, York",,01904 200070
https://www.rightmove.co.uk/property-for-sale/property-76959425.html,"Newland Park Drive, YORK",YO10 3HR,3 bedroom semi-detached house,07 November 2018,3,240000,,,,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-76956068.html,119 Albermarle Road York YO23 1EP,YO23 1EP,2 bedroom terraced house,07 November 2018,2,295000,278000,17000,2018,Freehold,"Naish Estate Agents & Solicitors, York",,01904 200041
https://www.rightmove.co.uk/property-for-sale/property-68393968.html,"Howe Hill Close, York YO26 4SN",YO26 4SN,2 bedroom detached bungalow,07 November 2018,2,249950,64800,185150,2006,,"Bishops Personal Agents, York",,01904 200081
https://www.rightmove.co.uk/property-for-sale/property-57901635.html,"Paddock Way, Boroughbridge Road, York",YO26 6AJ,3 bedroom semi-detached house,08 November 2018,3,220000,,,,Freehold,"Y Homes, York",,01904 200070
https://www.rightmove.co.uk/property-for-sale/property-53940522.html,"Beansway, Stockton Lane, York",YO31 1HT,2 bedroom semi-detached bungalow,07 November 2018,2,220000,160000,60000,2012,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-76968959.html,"Ashbourne Way, Woodthorpe, York",YO24 2SW,4 bedroom detached house,07 November 2018,4,325000,107500,217500,2001,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-57889992.html,"Swinsty Court, York",YO30 5ZP,3 bedroom detached house,07 November 2018,3,300000,187000,113000,2006,Freehold,"William H. Brown, York",,01904 200025
https://www.rightmove.co.uk/property-for-sale/property-67553704.html,"New Lane, Huntington, York, YO32 9NN",YO32 9NN,4 bedroom end of terrace house,18 September 2018,4,290000,,,,Freehold,"Hunters, York",,01904 200050
https://www.rightmove.co.uk/property-for-sale/property-76972607.html,"Reighton Avenue, Rawcliffe, York YO30 5QN",YO30 5QN,3 bedroom semi-detached house,07 November 2018,3,275000,240000,35000,2016,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-68427178.html,"Hansom Place, York, YO31 8FQ",YO31 8FQ,2 bedroom flat,08 November 2018,2,158000,149000,9000,2008,Leasehold,"Hunters, York",,01904 200050
https://www.rightmove.co.uk/property-for-sale/property-76955177.html,"The Stonebow, York, YO1",YO1 7NY,2 bedroom apartment,07 November 2018,2,335000,,,,,"Carter Jonas, York",,01904 200062
https://www.rightmove.co.uk/property-for-sale/property-68655064.html,"Anthea Drive, Huntington, York, YO31",YO31 9DQ,3 bedroom semi-detached house,21 November 2018,3,195000,,,,,"YOUR MOVE  Anscombs, York",,01904 200034
https://www.rightmove.co.uk/property-for-sale/property-67246120.html,"Grants Avenue, Fulford, York, YO10",YO10 4HZ,2 bedroom detached bungalow,30 August 2018,2,280000,,,,,"YOUR MOVE  Anscombs, York",,01904 200034
https://www.rightmove.co.uk/property-for-sale/property-56775420.html,"Lady Kell Gardens, Haxby, York, YO32",YO32 3NB,4 bedroom detached house,25 September 2018,4,375000,,,,,"Reeds Rains , Haxby",,01904 200048
https://www.rightmove.co.uk/property-for-sale/property-75775916.html,"Orchard Gardens, Huntington, York",YO31 9EA,3 bedroom semi-detached bungalow,18 September 2018,3,249950,157500,92450,2007,,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-76904210.html,"Wigginton Road, York, YO31",YO31 8JQ,3 bedroom terraced house,05 November 2018,3,410000,273500,136500,2006,,"Carter Jonas, York",,01904 200062
https://www.rightmove.co.uk/property-for-sale/property-77415401.html,"Harrison Street, YORK",YO31 1DG,2 bedroom terraced house,26 November 2018,2,180000,,,,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-68021629.html,"Armstrong Way, York, YO30 5NG",YO30 5NG,4 bedroom semi-detached house,17 October 2018,4,259950,199950,60000,2010,Freehold,"Hunters, York",,01904 200050
https://www.rightmove.co.uk/property-for-sale/property-77417294.html,"The Residence, Bishopthorpe Road, York, YO23",YO23 1DQ,2 bedroom apartment,26 November 2018,2,435500,,,,Leasehold,"Carter Jonas, York",,01904 200062
https://www.rightmove.co.uk/property-for-sale/property-76489877.html,"Armstrong Way, Rawcliffe, YORK",YO30 5NG,4 bedroom semi-detached house,18 October 2018,4,259950,199950,60000,2010,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-77415569.html,"Severus Avenue, Acomb",YO24 4LX,2 bedroom detached bungalow,26 November 2018,2,350000,220000,130000,2013,Freehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-68737237.html,"Riverside Close, York, YO41",YO41 4DU,2 bedroom semi-detached house,26 November 2018,2,196000,185000,11000,2016,Freehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-77443037.html,"Danum Road, Fulford, York, YO10",YO10 4LE,3 bedroom semi-detached house,27 November 2018,3,Sale by Tender,,,,Freehold,"Northwood, York",,01904 200033
https://www.rightmove.co.uk/property-for-sale/property-68757052.html,"23 Arthur Street, York, YO10 3EL",YO10 3EL,2 bedroom terraced house,27 November 2018,2,175000,140000,35000,2009,,"New Home Agents, Leeds",,0113 322 5766
https://www.rightmove.co.uk/property-for-sale/property-67112857.html,"Moatfield, Osbaldwick, York, YO10",YO10 3PT,3 bedroom semi-detached house,26 November 2018,3,240000,,,,,"YOUR MOVE  Anscombs, York",,01904 200034
https://www.rightmove.co.uk/property-for-sale/property-77358749.html,"Moorway, Huntington, YORK",YO32 9QF,4 bedroom semi-detached bungalow,20 November 2018,4,299995,171000,128995,2018,,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-68763196.html,"Arthur Street, York, YO10",YO10 3EL,2 bedroom terraced house,27 November 2018,2,175000,,,,,"Reeds Rains , York",,01904 200042
https://www.rightmove.co.uk/property-for-sale/property-77457683.html,"Grasmere Drive, York",YO10 3RY,2 bedroom semi-detached house,27 November 2018,2,165000,,,,Freehold,"Y Homes, York",,01904 200070
https://www.rightmove.co.uk/property-for-sale/property-68764975.html,"Askham Croft, York, YO24",YO24 3FD,2 bedroom end of terrace house,27 November 2018,2,185000,150000,35000,2014,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-77418356.html,"Kentmere Drive, Rawcliffe, YORK",YO30 5SY,2 bedroom semi-detached bungalow,26 November 2018,2,240000,174000,66000,2018,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-68763202.html,"Hallfield Road, York, YO31",YO31 7XE,2 bedroom flat,27 November 2018,2,190000,,,,,"Reeds Rains , York",,01904 200042
https://www.rightmove.co.uk/property-for-sale/property-68767798.html,"Belle Vue Street, York, YO10",YO10 5AY,4 bedroom terraced house,27 November 2018,4,425000,162950,262050,2001,Freehold,"Carter Jonas, York",,01904 200062
https://www.rightmove.co.uk/property-for-sale/property-68773168.html,"Lawnswood Drive, York, YO30",YO30 5QL,2 bedroom semi-detached house,28 November 2018,2,220000,,,,,"Reeds Rains , York",,01904 200042
https://www.rightmove.co.uk/property-for-sale/property-68772823.html,"Milner Street, York, YO24 4NH",YO24 4NH,2 bedroom terraced house,28 November 2018,2,190000,160000,30000,2015,,"Hunters, York",,01904 200050
https://www.rightmove.co.uk/property-for-sale/property-68772478.html,"Wolsley Street, Heslington Road",YO10 5BQ,4 bedroom house,28 November 2018,4,400000,175000,225000,2013,Freehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-57739644.html,"Water Lane, York YO30 6NF",YO30 6NF,2 bedroom terraced house,02 November 2018,2,180000,160000,20000,2017,Freehold,"EweMove, York",,01904 200147
https://www.rightmove.co.uk/property-for-sale/property-75541685.html,"Rufforth Manor, Wetherby Road, Rufforth, York, YO23",YO23 3QF,5 bedroom detached house,11 September 2018,5,975000,500000,475000,2008,Freehold,"Carter Jonas, York",,01904 200062
https://www.rightmove.co.uk/property-for-sale/property-77485673.html,"Fossview Close, Strensall, York",YO32 5BL,5 bedroom house,28 November 2018,5,525000,,,,,"Stephensons, Haxby",,01904 200060
https://www.rightmove.co.uk/property-for-sale/property-57414633.html,"Kirkcroft, Wigginton, York",YO32 2GH,2 bedroom semi-detached bungalow,28 November 2018,2,210000,,,,Freehold,"William H. Brown, Haxby",,01904 200161
https://www.rightmove.co.uk/property-for-sale/property-77481410.html,"Dikelands Lane, Upper Poppleton, York",YO26 6JA,3 bedroom semi-detached house,28 November 2018,3,390000,,,,Freehold,"Y Homes, York",,01904 200070
https://www.rightmove.co.uk/property-for-sale/property-77370992.html,Hungate,YO1 7NP,1 bedroom apartment,23 November 2018,1,176000,,,,Leasehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-76269959.html,"Armstrong Way, York, YO30",YO30 5NG,4 bedroom end of terrace house,11 October 2018,4,260000,214000,46000,2010,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-68706577.html,"Bootham, York, YO30",YO30 7BT,5 bedroom end of terrace house,24 November 2018,5,700000,,,,Freehold,"Savills, York",,01904 200057
https://www.rightmove.co.uk/property-for-sale/property-77383652.html,"Albion Avenue, Acomb, York",YO26 5QY,2 bedroom semi-detached house,24 November 2018,2,230000,,,,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-68701933.html,"Monroe Close, York, YO30",YO30 5NA,3 bedroom semi-detached house,23 November 2018,3,270000,194950,75050,2005,Freehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-58362873.html,"Eden Close, York YO24",YO24 2RD,3 bedroom detached house,24 November 2018,3,375000,210500,164500,2012,Freehold,"Emoov, National",,03339 392206
https://www.rightmove.co.uk/property-for-sale/property-55567950.html,"Innisfree Glade, Church Lane, York, North Yorkshire, YO19",YO19 6AU,2 bedroom detached bungalow,23 November 2018,2,199950,,,,Leasehold,"Redmove, York",,01904 200058
https://www.rightmove.co.uk/property-for-sale/property-68701918.html,"Danebury Drive, York, YO26",YO26 5EG,3 bedroom terraced house,23 November 2018,3,210000,189950,20050,2015,Freehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-58390410.html,"Lower Ebor Street, York",YO23 1AY,2 bedroom end of terrace house,26 November 2018,2,200000,,,,Freehold,"Wishart Estate Agents, York",,01904 200000
https://www.rightmove.co.uk/property-for-sale/property-58360776.html,"Thorpe Street, York, North Yorkshire, YO23 1NJ",YO23 1NJ,3 bedroom terraced house,24 November 2018,3,340000,235000,105000,2012,,"Hunters, York - Bishopthorpe Road",,01904 200075
https://www.rightmove.co.uk/property-for-sale/property-58390587.html,"Montague Road, Bishopthorpe, York",YO23 2SL,2 bedroom semi-detached bungalow,26 November 2018,2,225000,,,,,"Quantum Estate Agents, York",,01904 200028
https://www.rightmove.co.uk/property-for-sale/property-56608998.html,"Canham Grove, York YO10 3NA",YO10 3NA,2 bedroom detached house,14 September 2018,2,245000,225000,20000,2016,Freehold,"EweMove, York",,01904 200147
https://www.rightmove.co.uk/property-for-sale/property-77371886.html,"Boltby Road, York, North Yorkshire, YO30",YO30 4UW,2 bedroom semi-detached house,23 November 2018,2,97500,57500,40000,2003,Leasehold,"Home, Retirement Sales Eastcote",,0191 687 0268
https://www.rightmove.co.uk/property-for-sale/property-68724967.html,"Kentmere Drive, York, YO30",YO30 5SY,3 bedroom semi-detached bungalow,26 November 2018,3,215000,,,,Freehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-56494224.html,"Phoenix Boulevard, Leeman Road, York, North Yorkshire, YO26",YO26 4WX,2 bedroom flat,07 September 2018,2,175000,172495,2505,2005,,"Bridgfords, York",,01904 200065
https://www.rightmove.co.uk/property-for-sale/property-77413061.html,"Jennifer Grove, Holly Bank, York",YO24 4DZ,3 bedroom terraced house,26 November 2018,3,215000,,,,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-77410607.html,"Monkton Road, York",YO31 9AL,1 bedroom flat,26 November 2018,1,125000,117500,7500,2017,,"YOPA, National",,01303 473360
https://www.rightmove.co.uk/property-for-sale/property-68293588.html,"Stablers Walk, Earswick, York, YO32",YO32 9UZ,3 bedroom detached bungalow,01 November 2018,3,295000,,,,,"YOUR MOVE  Anscombs, York",,01904 200034
https://www.rightmove.co.uk/property-for-sale/property-77105084.html,"Union Terrace, York",YO31 7ES,2 bedroom apartment,01 November 2018,2,215000,,,,,"YOPA, National",,01303 473360
https://www.rightmove.co.uk/property-for-sale/property-68726848.html,"Harden Close, York, Rawcliffe, YO30 4WE",YO30 4WE,5 bedroom detached house,26 November 2018,5,325000,282000,43000,2015,Freehold,"Hunters, York",,01904 200050
https://www.rightmove.co.uk/property-for-sale/property-56666307.html,"Rainsborough Way, YORK",YO30 6QB,3 bedroom semi-detached house,18 September 2018,3,240000,207000,33000,2016,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-75329471.html,"Beckfield Lane, York, YO26",YO26 5RJ,4 bedroom semi-detached house,02 September 2018,4,385000,220000,165000,2012,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-66783658.html,"Temple Road, Bishopthorpe, York",YO23 2QN,4 bedroom semi-detached house,03 August 2018,4,450000,,,,Freehold,"Y Homes, York",,01904 200070
https://www.rightmove.co.uk/property-for-sale/property-76827050.html,"Park Place, Monkgate, York, YO31 8RA",YO31 8RA,5 bedroom town house,01 November 2018,5,425000,245000,180000,2004,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-68307769.html,"Heathside, Huntington, York, YO32 9ZD",YO32 9ZD,4 bedroom detached house,02 November 2018,4,385000,,,,Freehold,"Hunters, York",,01904 200050
https://www.rightmove.co.uk/property-for-sale/property-56583918.html,"Woodsmill Quay, Skeldergate, York, North Yorkshire, YO1",YO1 6DX,2 bedroom flat,13 September 2018,2,175000,,,,,"Bridgfords, York",,01904 200065
https://www.rightmove.co.uk/property-for-sale/property-68295556.html,"Charlton Street, York",YO23 1JN,2 bedroom terraced house,01 November 2018,2,269950,228000,41950,2016,,"Peter Moody & Company, York",,01904 200094
https://www.rightmove.co.uk/property-for-sale/property-76845674.html,"Chaldon Close, Strensall, York",YO32 5AR,3 bedroom detached bungalow,02 November 2018,3,335000,,,,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-57714870.html,"Tandem Place, York, YO10",YO10 3LX,2 bedroom apartment,01 November 2018,2,175000,143000,32000,2013,Leasehold,"Emoov, National",,03339 392206
https://www.rightmove.co.uk/property-for-sale/property-67705312.html,"Montague Walk, Poppleton,",YO26 6JG,4 bedroom semi-detached house,26 September 2018,4,450000,390000,60000,2014,,"Peter Moody & Company, York",,01904 200094
https://www.rightmove.co.uk/property-for-sale/property-76848245.html,"Leetham House, Hungate, York",YO1 7PB,2 bedroom apartment,02 November 2018,2,294950,,,,Leasehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-67524724.html,"Severn Green, Nether Poppleton, YO26",YO26 6RJ,4 bedroom detached house,02 November 2018,4,335000,260000,75000,2016,Freehold,"Indigo Greens, York",,01904 200117
https://www.rightmove.co.uk/property-for-sale/property-74592821.html,"Algarth Terrace, Elvington, York",YO41 4AS,3 bedroom terraced house,23 July 2018,3,185500,165000,20500,2015,Freehold,"R M English Yorkshire Limited, Pocklington, Sales",,01759 211021
https://www.rightmove.co.uk/property-for-sale/property-68296591.html,"Derwent Drive, Wheldrake, York",YO19 6AL,3 bedroom detached bungalow,01 November 2018,3,285000,250000,35000,2004,Freehold,"Churchills Estate Agents, York",,01904 200031
https://www.rightmove.co.uk/property-for-sale/property-76855181.html,"East Parade, Heworth Green, York, YO31",YO31 7YJ,4 bedroom terraced house,02 November 2018,4,575000,415000,160000,2016,Freehold,"Carter Jonas, York",,01904 200062
https://www.rightmove.co.uk/property-for-sale/property-57741897.html,"Lang Road, Bishopthorpe, York, YO23",YO23 2QJ,3 bedroom house,02 November 2018,3,550000,,,,Freehold,"Lancaster Samms, York",,01904 200091
https://www.rightmove.co.uk/property-for-sale/property-76859903.html,Chancery Rise,YO24 4DG,1 bedroom apartment,02 November 2018,1,120000,,,,Leasehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-76846625.html,"Moorland Road, Fulford, York",YO10 4HF,3 bedroom end of terrace house,02 November 2018,3,275000,235000,40000,2014,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-76855304.html,"Abbotsford Road, York, YO10",YO10 3EE,1 bedroom bungalow,02 November 2018,1,200000,124850,75150,2006,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-68322076.html,"The Butterwick at Germany Beck, Fordlands Road,
YO19",YO19 4QG,3 bedroom terraced house,02 November 2018,3,282999,,,,,Persimmon Homes,,01904 200056
https://www.rightmove.co.uk/property-for-sale/property-76858949.html,"Barlow Street, Acomb, York",YO26 5HS,2 bedroom terraced house,02 November 2018,2,210000,152000,58000,2007,Freehold,"Ashtons Estate Agents, York City",,01904 200093
